	Title	Price	Baths	Land size	Beds	House size	Brand New	Town	District
11076	House	55000000	5	10.05	4	6000.0	0	 Kandana	  Gampaha
11077	House	54000000	2	10.0	4	3200.0	0	 Kiribathgoda	  Gampaha
11078	House	16500000	2	6.5	3	1875.0	0	 Piliyandala	  Colombo
11079	House	21500000	3	9.5	3	2874.0	0	 Piliyandala	  Colombo
11080	House	40000000	4	10.0	5	3120.0	0	 Piliyandala	  Colombo
11081	House	14400000	2	10.0	3	1350.0	0	 Piliyandala	  Colombo
11082	House	29000000	4	7.0	5	2986.0	0	 Boralesgamuwa	  Colombo
11083	House	27000000	4	7.0	4	2985.0	0	 Piliyandala	  Colombo
11084	House	26000000	4	7.0	4	2587.0	0	 Piliyandala	  Colombo
11085	House	36700000	4	10.0	5	2745.0	0	 Piliyandala	  Colombo
11086	House	27500000	4	7.5	4	2897.0	0	 Piliyandala	  Colombo
11087	House	28000000	4	10.0	4	3142.0	0	 Piliyandala	  Colombo
11088	House	31000000	4	8.0	4	2745.0	0	 Piliyandala	  Colombo
11089	House	21500000	4	9.0	4	2874.0	0	 Piliyandala	  Colombo
11090	House	14000000	2	8.5	3	1542.0	0	 Piliyandala	  Colombo
11091	House	18500000	3	8.0	3	1543.0	0	 Piliyandala	  Colombo
11092	House	18500000	3	11.0	3	1854.0	0	 Piliyandala	  Colombo
11093	House	38000000	4	8.0	5	2854.0	0	 Piliyandala	  Colombo
11094	House	30500000	4	8.0	4	2965.0	0	 Piliyandala	  Colombo
11095	House	18500000	3	6.5	4	2100.0	0	 Piliyandala	  Colombo
11096	House	23000000	3	7.0	3	2541.0	0	 Piliyandala	  Colombo
11097	House	21500000	3	7.5	3	2874.0	0	 Piliyandala	  Colombo
11098	House	15000000	2	7.5	3	1543.0	0	 Piliyandala	  Colombo
11099	House	5600000	2	15.0	3	1200.0	0	 Galle City	  Galle
11100	House	18500000	2	6.2	4	1800.0	0	 Kottawa	  Colombo
11101	House	30000000	3	10.0	5	3350.0	0	 Ja-Ela	  Gampaha
11102	House	115000000	2	18.0	2	3700.0	0	 Colombo 8	  Colombo
11103	House	180000000	5	8.5	5	4600.0	1	 Colombo 5	  Colombo
11104	House	80000000	3	17.2	4	2500.0	0	 Kotte	  Colombo
11105	House	78000000	3	13.0	4	3500.0	0	 Battaramulla	  Colombo
11106	House	120000000	3	43.0	5	4012.0	0	 Battaramulla	  Colombo
11107	House	230000000	9	25.0	9	10000.0	0	 Nugegoda	  Colombo
11108	House	60000000	3	10.0	5	3000.0	0	 Kotte	  Colombo
11109	House	65000000	3	145.0	4	3000.0	0	 Panadura	  Kalutara
11110	House	120000000	4	17.4	4	4000.0	0	 Battaramulla	  Colombo
11111	House	36000000	3	10.0	4	3000.0	0	 Malabe	  Colombo
11112	House	25500000	5	7.5	4	2874.0	0	 Piliyandala	  Colombo
11113	House	13000000	3	13.0	4	2200.0	0	 Galle City	  Galle
11114	House	24500000	3	10.0	5	3500.0	1	 Piliyandala	  Colombo
11115	House	37000000	4	7.0	6	2750.0	0	 Nugegoda	  Colombo
11116	House	32500000	3	18.0	5	3000.0	0	 Boralesgamuwa	  Colombo
11117	House	18000000	2	11.5	3	1600.0	0	 Negombo	  Gampaha
11118	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
11119	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11120	House	7500000	1	6.5	3	1800.0	0	 Piliyandala	  Colombo
11121	House	290000000	4	27.0	4	3000.0	1	 Colombo 5	  Colombo
11122	House	26500000	3	20.0	4	3000.0	0	 Kandy City	  Kandy
11123	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
11124	House	35000000	3	9.07	4	2850.0	0	 Maharagama	  Colombo
11125	House	105000000	3	50.17	4	3000.0	0	 Talawatugoda	  Colombo
11126	House	95000000	4	10.0	4	4500.0	0	 Kotte	  Colombo
11127	House	37500000	4	9.5	4	2600.0	0	 Malabe	  Colombo
11128	House	25000000	1	7.0	2	1300.0	0	 Wellampitiya	  Colombo
11129	House	27500000	4	7.5	4	3000.0	0	 Piliyandala	  Colombo
11130	House	26000000	3	7.0	4	2400.0	0	 Piliyandala	  Colombo
11131	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
11132	House	25000000	1	34.5	4	1500.0	0	 Kurunegala City	  Kurunegala
11133	House	34500000	3	12.0	4	2300.0	0	 Kadawatha	  Gampaha
11134	House	55000000	5	11.37	5	5100.0	0	 Panadura	  Kalutara
11135	House	75000000	4	16.0	4	4000.0	0	 Kotte	  Colombo
11136	House	9000000	2	11.5	2	1500.0	0	 Ragama	  Gampaha
11137	House	5500000	2	61.0	2	900.0	0	 Medirigiriya	  Polonnaruwa
11138	House	120000000	2	4.0	4	640.0	0	 Matugama	  Kalutara
11139	House	27500000	2	40.0	3	1200.0	0	 Galle City	  Galle
11140	House	40000000	3	13.0	4	3000.0	0	 Talawatugoda	  Colombo
11141	House	28000000	4	10.0	4	2800.0	0	 Malabe	  Colombo
11142	House	27000000	3	10.0	6	2000.0	0	 Kesbewa	  Colombo
11143	House	35000000	3	9.5	4	3000.0	0	 Pannipitiya	  Colombo
11144	House	15000000	2	11.0	2	1150.0	1	 Karapitiya	  Galle
11145	House	28000000	4	8.66	6	3000.0	0	 Talawatugoda	  Colombo
11146	House	4000000	1	6.0	2	1001.0	0	 Panadura	  Kalutara
11147	House	18000000	1	14.0	5	2000.0	0	 Panadura	  Kalutara
11148	House	95000000	4	10.0	4	4000.0	0	 Kotte	  Colombo
11149	House	21500000	2	12.0	3	1950.0	0	 Negombo	  Gampaha
11150	House	53000000	4	16.0	4	3000.0	1	 Talawatugoda	  Colombo
11151	House	65000000	4	19.1	6	3236.0	0	 Rajagiriya	  Colombo
11152	House	24000000	4	6.0	4	2000.0	0	 Malabe	  Colombo
11153	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11154	House	19000000	2	11.4	4	1900.0	0	 Malabe	  Colombo
11155	House	66000000	2	29.0	5	4000.0	0	 Rajagiriya	  Colombo
11156	House	22000000	2	6.8	3	2500.0	0	 Pannipitiya	  Colombo
11157	House	85000000	3	9.8	4	4000.0	0	 Nawala	  Colombo
11158	House	36500000	2	23.5	3	3500.0	0	 Negombo	  Gampaha
11159	House	28000000	4	10.0	4	2800.0	0	 Malabe	  Colombo
11160	House	13500000	2	10.0	3	1500.0	0	 Negombo	  Gampaha
11161	House	29500000	4	6.5	4	2900.0	1	 Malabe	  Colombo
11162	House	19000000	2	7.5	3	1600.0	0	 Negombo	  Gampaha
11163	House	7000000	1	2.0	1	500.0	0	 Dehiwala	  Colombo
11164	House	6300000	1	15.4	2	750.0	0	 Ragama	  Gampaha
11165	House	11000000	2	3.0	2	1200.0	0	 Wellampitiya	  Colombo
11166	House	65000000	4	18.0	7	6500.0	0	 Nugegoda	  Colombo
11167	House	69500000	3	35.0	4	5000.0	0	 Wattala	  Gampaha
11168	House	5500000	1	50.0	3	31.0	0	 Vavuniya City	  Vavuniya
11169	House	10800000	1	6.0	3	1700.0	0	 Angoda	  Colombo
11170	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11171	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
11172	House	27000000	4	10.5	5	2650.0	1	 Kottawa	  Colombo
11173	House	2900000	1	15.5	1	600.0	0	 Kaduwela	  Colombo
11174	House	2300000	1	2.5	2	750.0	0	 Kandana	  Gampaha
11175	House	18000000	1	5.0	2	1200.0	0	 Dehiwala	  Colombo
11176	House	16500000	1	14.0	2	1280.0	0	 Kottawa	  Colombo
11177	House	24000000	3	4.4	3	1200.0	0	 Dehiwala	  Colombo
11178	House	24000000	1	4.0	2	800.0	0	 Dehiwala	  Colombo
11179	House	9000000	2	20.0	5	4000.0	0	 Athurugiriya	  Colombo
11180	House	47500000	3	8.2	4	4000.0	0	 Nugegoda	  Colombo
11181	House	9900000	1	10.0	3	1350.0	0	 Negombo	  Gampaha
11182	House	30000000	2	28.0	4	1800.0	0	 Deniyaya	  Matara
11183	House	9800000	1	19.0	3	2000.0	0	 Gampaha City	  Gampaha
11184	House	12800000	1	13.5	4	2600.0	0	 Dankotuwa	  Puttalam
11185	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
11186	House	20000000	2	20.0	3	1750.0	0	 Kelaniya	  Gampaha
11187	House	8700000	1	10.0	3	1500.0	0	 Padukka	  Colombo
11188	House	221000000	4	17.0	7	4000.0	0	 Colombo 7	  Colombo
11189	House	7200000	1	10.0	2	1250.0	0	 Panadura	  Kalutara
11190	House	4250000	1	5.0	4	1000.0	0	 Gampaha City	  Gampaha
11191	House	23000000	2	4.0	4	1200.0	0	 Pannipitiya	  Colombo
11192	House	47500000	3	8.2	4	4000.0	0	 Talawatugoda	  Colombo
11193	House	19000000	2	10.0	3	1610.0	0	 Negombo	  Gampaha
11194	House	55000000	2	21.0	3	4000.0	0	 Battaramulla	  Colombo
11195	House	20000000	4	1.5	4	550.0	0	 Colombo 13	  Colombo
11196	House	17600000	1	18.0	2	10.0	0	 Galle City	  Galle
11197	House	9500000	2	31.4	4	2000.0	0	 Welimada	  Badulla
11198	House	16000000	2	17.0	4	2000.0	0	 Athurugiriya	  Colombo
11199	House	16500000	4	10.0	5	5150.0	0	 Kelaniya	  Gampaha
11200		28000000	1	6.5	2	1000.0	0	 Kohuwala	  Colombo
11201	House	28000000	4	10.0	4	2800.0	1	 Malabe	  Colombo
11202	House	6000000	1	66.0	4	1500.0	0	 Pelmadulla	  Ratnapura
11203	House	9500000	1	1.0	1	1200.0	0	 Colombo 2	  Colombo
11204	House	45000000	3	6.8	6	2572.0	0	 Dehiwala	  Colombo
11205	House	14500000	2	10.0	3	1700.0	0	 Piliyandala	  Colombo
11206	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
11207	House	19500000	2	6.5	4	2500.0	0	 Rajagiriya	  Colombo
11208	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11209	House	18000000	2	11.5	3	1600.0	0	 Negombo	  Gampaha
11210	House	17000000	2	7.5	4	2200.0	0	 Kottawa	  Colombo
11211	House	30000000	2	480.0	5	3500.0	0	 Horana	  Kalutara
11212	House	19000000	3	18.2	4	2600.0	0	 Athurugiriya	  Colombo
11213	House	16000000	1	10.4	4	2500.0	0	 Pannipitiya	  Colombo
11214	House	7800000	2	3.0	2	815.0	1	 Angoda	  Colombo
11215	House	27500000	4	11.5	4	2800.0	0	 Malabe	  Colombo
11216	House	45000000	3	43.0	5	5200.0	0	 Kiribathgoda	  Gampaha
11217	House	9500000	3	15.8	3	2100.0	0	 Minuwangoda	  Gampaha
11218	House	47500000	3	10.0	4	3400.0	1	 Talawatugoda	  Colombo
11219	House	14500000	2	26.0	4	1500.0	0	 Kaduwela	  Colombo
11220	House	53500000	3	21.0	5	7000.0	0	 Homagama	  Colombo
11221	House	14000000	1	10.0	2	1800.0	0	 Homagama	  Colombo
11222	House	23000000	4	7.0	4	2200.0	0	 Malabe	  Colombo
11223	House	17000000	2	11.0	3	1550.0	0	 Negombo	  Gampaha
11224	House	24800000	3	6.0	4	2400.0	0	 Piliyandala	  Colombo
11225	House	25000000	4	20.0	6	3500.0	0	 Piliyandala	  Colombo
11226	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11227	House	30000000	4	16.4	6	2700.0	0	 Moratuwa	  Colombo
11228	House	21500000	4	9.5	4	2300.0	0	 Piliyandala	  Colombo
11229	House	23500000	3	8.0	3	1800.0	0	 Piliyandala	  Colombo
11230	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
11231	House	21500000	2	9.5	3	2000.0	0	 Piliyandala	  Colombo
11232	House	18500000	2	10.0	3	1200.0	0	 Piliyandala	  Colombo
11233	House	115000000	4	22.0	5	4500.0	0	 Talawatugoda	  Colombo
11234	House	60000000	4	15.0	4	3000.0	0	 Talawatugoda	  Colombo
11235	House	25500000	5	7.0	4	2500.0	0	 Piliyandala	  Colombo
11236	House	49500000	3	10.12	4	2850.0	0	 Malabe	  Colombo
11237	House	23500000	3	7.0	5	3250.0	0	 Piliyandala	  Colombo
11238	House	19500000	3	6.5	4	2000.0	0	 Piliyandala	  Colombo
11239	House	14000000	2	10.0	3	1350.0	0	 Athurugiriya	  Colombo
11240	House	30500000	4	8.0	5	3700.0	0	 Piliyandala	  Colombo
11241	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
11242	House	29500000	4	6.5	4	2900.0	1	 Malabe	  Colombo
11243	House	16800000	2	8.0	5	2800.0	0	 Ragama	  Gampaha
11244	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11245	House	24900000	2	34.0	4	2500.0	0	 Athurugiriya	  Colombo
11246	House	13800000	2	10.0	3	1820.0	0	 Homagama	  Colombo
11247	House	19000000	2	10.0	3	1610.0	0	 Negombo	  Gampaha
11248	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
11249	House	100000000	4	10.0	4	4500.0	0	 Kotte	  Colombo
11250	House	33000000	4	10.0	4	4200.0	0	 Piliyandala	  Colombo
11251	House	9500000	1	10.0	3	1500.0	1	 Homagama	  Colombo
11252	House	90000000	1	10.5	3	1900.0	0	 Padukka	  Colombo
11253	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11254	House	60000000	4	15.0	4	3000.0	0	 Talawatugoda	  Colombo
11255	House	37500000	5	10.0	5	3800.0	0	 Talawatugoda	  Colombo
11256	House	5500000	1	63.0	2	1200.0	0	 Kuliyapitiya	  Kurunegala
11257	House	20500000	2	8.0	4	1220.0	0	 Kotte	  Colombo
11258	House	42500000	5	10.0	5	4000.0	0	 Talawatugoda	  Colombo
11259	House	47000000	2	10.5	3	1200.0	0	 Mount Lavinia	  Colombo
11260	House	60000000	4	15.0	4	3000.0	0	 Talawatugoda	  Colombo
11261	House	65000000	3	10.0	5	4000.0	0	 Battaramulla	  Colombo
11262	House	4500000	1	17.0	3	2000.0	0	 Horana	  Kalutara
11263	House	16800000	1	15.5	3	1000.0	0	 Moratuwa	  Colombo
11264	House	35000000	2	20.0	3	2500.0	0	 Talawatugoda	  Colombo
11265	House	190000000	8	20.5	8	1000.0	0	 Talawatugoda	  Colombo
11266	House	25500000	4	10.5	5	2500.0	0	 Malabe	  Colombo
11267	House	36000000	4	7.8	4	3600.0	1	 Malabe	  Colombo
11268	House	18000000	2	11.5	3	1600.0	0	 Negombo	  Gampaha
11269	House	27000000	4	7.08	4	2500.0	0	 Pannipitiya	  Colombo
11270	House	58000000	3	9.5	6	2425.0	0	 Kohuwala	  Colombo
11271	House	45000000	3	10.0	4	3200.0	0	 Malabe	  Colombo
11272	House	26500000	3	6.5	4	2800.0	0	 Malabe	  Colombo
11273	House	49500000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
11274	House	65000000	4	12.5	5	4000.0	0	 Malabe	  Colombo
11275	House	25000000	3	10.0	3	2200.0	0	 Athurugiriya	  Colombo
11276	House	36000000	4	10.0	4	3200.0	0	 Malabe	  Colombo
11277	House	49500000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
11278	House	60000000	4	13.0	4	3500.0	0	 Kotte	  Colombo
11279	House	95000000	4	10.0	4	3200.0	0	 Kotte	  Colombo
11280	House	75000000	4	16.0	4	4900.0	0	 Kotte	  Colombo
11281	House	27500000	4	11.5	4	2800.0	0	 Malabe	  Colombo
11282	House	20650000	3	6.0	3	1400.0	0	 Wattala	  Gampaha
11283	House	16500000	2	7.5	3	1500.0	0	 Athurugiriya	  Colombo
11284	House	8500000	1	3.0	2	700.0	0	 Athurugiriya	  Colombo
11285	House	18500000	4	7.0	4	2400.0	0	 Piliyandala	  Colombo
11286	House	35000000	4	10.0	4	4163.0	0	 Maharagama	  Colombo
11287	House	33000000	4	8.0	4	3000.0	0	 Kottawa	  Colombo
11288	House	15000000	2	7.2	4	2250.0	0	 Homagama	  Colombo
11289	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
11290	House	29500000	3	8.0	4	4000.0	0	 Kottawa	  Colombo
11291	House	1200000	1	12.0	1	500.0	0	 Mirigama	  Gampaha
11292	House	75000000	4	9.15	5	3000.0	0	 Battaramulla	  Colombo
11293	House	55000000	2	11.0	4	3300.0	0	 Battaramulla	  Colombo
11294	House	65000000	3	10.0	5	4000.0	1	 Battaramulla	  Colombo
11295	House	49500000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
11296	House	21000000	6	10.0	4	1500.0	0	 Moratuwa	  Colombo
11297	House	55000000	4	11.0	4	3300.0	0	 Battaramulla	  Colombo
11298	House	170000000	9	17.5	9	12000.0	0	 Battaramulla	  Colombo
11299	House	85000000	4	12.0	4	5500.0	0	 Battaramulla	  Colombo
11300	House	36000000	3	8.0	4	2865.0	0	 Malabe	  Colombo
11301	House	96000000	4	13.5	5	3350.0	0	 Battaramulla	  Colombo
11302	House	39500000	2	55.0	4	5500.0	0	 Katunayake	  Gampaha
11303	House	46500000	5	28.0	5	4811.0	0	 Piliyandala	  Colombo
11304	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
11305	House	170000000	7	24.0	6	14000.0	0	 Battaramulla	  Colombo
11306	House	38000000	4	8.5	4	4000.0	1	 Nugegoda	  Colombo
11307	House	28500000	3	10.2	5	2800.0	1	 Homagama	  Colombo
11308	House	65000000	4	19.1	6	3236.0	0	 Kotte	  Colombo
11309	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11310	House	7000000	1	40.0	3	900.0	0	 Warakapola	  Kegalle
11311	House	35000000	4	10.0	7	2900.0	0	 Malabe	  Colombo
11312	House	18000000	2	11.5	3	1600.0	0	 Negombo	  Gampaha
11313	House	40000000	3	24.0	3	1620.0	0	 Kegalle City	  Kegalle
11314	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11315	House	9500000	2	13.2	2	900.0	0	 Padukka	  Colombo
11316	House	22500000	3	10.0	5	3517.0	0	 Piliyandala	  Colombo
11317	House	45000000	3	12.0	4	4500.0	0	 Kottawa	  Colombo
11318	House	19000000	2	10.0	3	1610.0	0	 Negombo	  Gampaha
11319	House	7000000	2	10.0	4	1500.0	0	 Malabe	  Colombo
11320	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11321	House	12500000	1	5.6	3	1200.0	0	 Wattala	  Gampaha
11322	House	74000000	2	8.7	3	1400.0	0	 Colombo 6	  Colombo
11323	House	26000000	3	9.0	4	3250.0	0	 Piliyandala	  Colombo
11324	House	11500000	1	12.0	3	1800.0	0	 Kottawa	  Colombo
11325	House	27000000	4	8.5	4	2600.0	0	 Kottawa	  Colombo
11326	House	8500000	2	17.7	3	2100.0	0	 Kadawatha	  Gampaha
11327	House	15900000	2	10.0	3	1710.0	1	 Homagama	  Colombo
11328	House	37500000	4	11.0	4	3100.0	0	 Kottawa	  Colombo
11329	House	6900000	1	12.0	3	1220.0	0	 Piliyandala	  Colombo
11330	House	13200000	1	10.0	3	1200.0	0	 Homagama	  Colombo
11331	House	29000000	4	10.0	4	2600.0	0	 Malabe	  Colombo
11332	House	14000000	3	9.0	3	1390.0	0	 Athurugiriya	  Colombo
11333	House	28000000	4	10.0	4	2800.0	1	 Malabe	  Colombo
11334	House	19000000	2	10.0	3	1600.0	1	 Negombo	  Gampaha
11335	House	33000000	2	10.0	4	2600.0	0	 Wennappuwa	  Puttalam
11336	House	62000000	3	13.75	3	7000.0	0	 Dehiwala	  Colombo
11337	House	25000000	2	11.0	4	1500.0	0	 Colombo 15	  Colombo
11338	House	8000000	1	10.0	2	1000.0	0	 Horana	  Kalutara
11339	House	19000000	3	11.4	4	1900.0	0	 Malabe	  Colombo
11340	House	85000000	4	16.0	4	3500.0	0	 Battaramulla	  Colombo
11341	House	21500000	3	6.2	3	2500.0	0	 Piliyandala	  Colombo
11342	House	22000000	3	6.3	4	2200.0	0	 Malabe	  Colombo
11343	House	26500000	4	6.5	4	2200.0	0	 Malabe	  Colombo
11344	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
11345	House	53000000	4	16.0	4	3000.0	0	 Talawatugoda	  Colombo
11346	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11347	House	19000000	2	10.0	3	1610.0	0	 Negombo	  Gampaha
11348	House	13000000	1	12.64	4	2110.0	0	 Kottawa	  Colombo
11349	House	18000000	2	11.5	3	1600.0	1	 Negombo	  Gampaha
11350	House	16000000	2	23.0	3	1500.0	0	 Kaduwela	  Colombo
11351	House	19000000	2	7.5	3	1600.0	0	 Negombo	  Gampaha
11352	House	25000000	2	11.1	4	1500.0	0	 Wattala	  Gampaha
11353	House	49500000	4	10.0	4	4000.0	1	 Talawatugoda	  Colombo
11354	House	19800000	3	6.5	3	2000.0	1	 Athurugiriya	  Colombo
11355	House	175000000	3	26.0	5	4000.0	0	 Colombo 8	  Colombo
11356	House	15000000	2	11.5	6	2600.0	0	 Homagama	  Colombo
11357	House	33500000	2	17.0	4	2500.0	0	 Kadawatha	  Gampaha
11358	House	22000000	4	6.0	5	2067.0	0	 Athurugiriya	  Colombo
11359	House	23000000	4	7.0	4	2200.0	1	 Athurugiriya	  Colombo
11360	House	2800000	1	5.0	2	650.0	0	 Kandy City	  Kandy
11361	House	16500000	2	7.5	3	1250.0	0	 Malabe	  Colombo
11362	House	8500000	1	6.5	2	1000.0	0	 Ragama	  Gampaha
11363	House	24000000	4	7.0	4	2000.0	0	 Malabe	  Colombo
11364	House	26000000	2	48.0	4	2000.0	0	 Negombo	  Gampaha
11365	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
11366	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11367	House	8500000	1	6.5	2	1000.0	0	 Wattala	  Gampaha
11368	House	18500000	3	42.0	7	2500.0	0	 Kelaniya	  Gampaha
11369	House	11500000	2	10.0	3	1300.0	0	 Homagama	  Colombo
11370	House	5200000	1	10.0	4	1300.0	0	 Piliyandala	  Colombo
11371	House	25500000	3	6.0	4	2400.0	1	 Piliyandala	  Colombo
11372	House	36000000	4	8.5	4	2900.0	1	 Piliyandala	  Colombo
11373	House	3500000	1	7.0	2	600.0	0	 Trincomalee City	  Trincomalee
11374	House	48500000	4	14.0	6	3000.0	1	 Piliyandala	  Colombo
11375	House	18000000	3	6.08	4	1700.0	0	 Kottawa	  Colombo
11376	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
11377	House	5500000	1	15.0	3	1200.0	0	 Homagama	  Colombo
11378	House	18000000	2	11.5	3	1600.0	0	 Negombo	  Gampaha
11379	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11380	House	8400000	2	15.5	3	1812.0	0	 Gampaha City	  Gampaha
11381	House	6100000	1	12.0	3	1200.0	0	 Ganemulla	  Gampaha
11382	House	25500000	4	7.0	4	2841.0	0	 Piliyandala	  Colombo
11383	House	39000000	5	13.8	5	4720.0	0	 Piliyandala	  Colombo
11384	House	17500000	2	7.0	5	2000.0	0	 Negombo	  Gampaha
11385	House	24800000	3	6.0	4	2750.0	0	 Piliyandala	  Colombo
11386	House	15000000	1	10.5	2	1350.0	0	 Negombo	  Gampaha
11387	House	18000000	2	11.5	3	1610.0	0	 Negombo	  Gampaha
11388	House	19000000	2	10.0	3	1610.0	0	 Negombo	  Gampaha
11389	House	29000000	4	7.0	5	2874.0	0	 Piliyandala	  Colombo
11390	House	27000000	4	19.0	4	2896.0	0	 Piliyandala	  Colombo
11391	House	30500000	4	8.5	4	3014.0	0	 Piliyandala	  Colombo
11392	House	27000000	4	7.0	4	2895.0	0	 Piliyandala	  Colombo
11393	House	38000000	4	8.5	4	3147.0	0	 Piliyandala	  Colombo
11394	House	23000000	3	7.0	3	2874.0	0	 Piliyandala	  Colombo
11395	House	40000000	4	10.0	5	3142.0	0	 Piliyandala	  Colombo
11396	House	47500000	3	8.0	4	4000.0	0	 Nugegoda	  Colombo
11397	House	26000000	4	7.0	4	2874.0	0	 Piliyandala	  Colombo
11398	House	33500000	4	16.0	5	3485.0	0	 Piliyandala	  Colombo
11399	House	25500000	4	7.5	4	2874.0	0	 Piliyandala	  Colombo
11400	House	24800000	4	6.0	4	2854.0	0	 Piliyandala	  Colombo
11401	House	21500000	3	9.5	3	2874.0	0	 Piliyandala	  Colombo
11402	House	25500000	4	7.5	4	2896.0	0	 Piliyandala	  Colombo
11403	House	33000000	4	10.0	4	3145.0	0	 Piliyandala	  Colombo
11404	House	18500000	3	11.0	3	1874.0	0	 Piliyandala	  Colombo
11405	House	18500000	3	8.0	3	1587.0	0	 Piliyandala	  Colombo
11406	House	22500000	3	8.0	5	3014.0	0	 Piliyandala	  Colombo
11407	House	21500000	4	9.0	4	2471.0	0	 Piliyandala	  Colombo
11408	House	31000000	4	8.0	4	2985.0	0	 Piliyandala	  Colombo
11409	House	16500000	2	6.5	3	1875.0	0	 Piliyandala	  Colombo
11410	House	150000000	2	7.5	3	1452.0	0	 Piliyandala	  Colombo
11411	House	21500000	3	10.0	3	1875.0	0	 Piliyandala	  Colombo
11412	House	18500000	3	11.0	3	1752.0	0	 Piliyandala	  Colombo
11413	House	14000000	3	8.0	3	1542.0	0	 Piliyandala	  Colombo
11414	House	21500000	3	7.0	3	2451.0	0	 Piliyandala	  Colombo
11415	House	18500000	3	6.5	4	2100.0	0	 Piliyandala	  Colombo
11416	House	28500000	3	33.0	6	3200.0	0	 Gampaha City	  Gampaha
11417	House	34500000	3	10.0	5	3500.0	0	 Gampaha City	  Gampaha
11418	House	17000000	3	211.0	3	1600.0	0	 Nittambuwa	  Gampaha
11419	House	47000000	4	19.81	5	1645.0	0	 Maharagama	  Colombo
11420	House	28500000	5	10.0	5	4500.0	0	 Kesbewa	  Colombo
11421	House	29500000	3	10.0	4	2550.0	0	 Athurugiriya	  Colombo
11422	House	129800000	3	22.2	4	3900.0	0	 Colombo 8	  Colombo
11423	House	13000000	2	32.0	4	2500.0	0	 Gampaha City	  Gampaha
11424	House	29000000	4	7.5	5	3600.0	0	 Malabe	  Colombo
11425	House	12870000	1	6.0	2	1120.0	0	 Rajagiriya	  Colombo
11426	House	5400000	1	3.0	3	700.0	0	 Gampola	  Kandy
11427	House	33500000	4	16.0	5	3600.0	1	 Kottawa	  Colombo
11428	House	26000000	3	8.5	4	2500.0	0	 Piliyandala	  Colombo
11429	House	30500000	3	7.5	4	3250.0	1	 Piliyandala	  Colombo
11430	House	65000000	4	19.1	6	3500.0	0	 Kotte	  Colombo
11431	House	12500000	2	8.8	3	1800.0	0	 Piliyandala	  Colombo
11432	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
11433	House	25500000	3	6.0	4	2400.0	1	 Piliyandala	  Colombo
11434	House	48500000	4	14.0	6	3000.0	1	 Piliyandala	  Colombo
11435	House	26000000	3	7.0	4	2200.0	1	 Piliyandala	  Colombo
11436	House	36000000	4	8.5	4	2900.0	1	 Piliyandala	  Colombo
11437	House	33000000	4	10.0	4	3850.0	1	 Piliyandala	  Colombo
11438	House	23500000	4	6.0	4	2000.0	1	 Malabe	  Colombo
11439	House	15000000	2	18.0	4	2600.0	0	 Meegoda	  Colombo
11440		69000000	8	20.0	10	7600.0	0	 Pannipitiya	  Colombo
11441	House	19000000	2	10.0	3	1600.0	1	 Negombo	  Gampaha
11442	House	85000000	3	6.0	4	2000.0	0	 Colombo 4	  Colombo
11443	House	100000000	3	22.5	4	4200.0	0	 Kotte	  Colombo
11444	House	36000000	4	10.0	4	3200.0	0	 Malabe	  Colombo
11445	House	19000000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
11446	House	6100000	1	12.0	3	1200.0	0	 Ganemulla	  Gampaha
