	Title	Price	Baths	Land size	Beds	House size	Brand New	Town	District
3025	House	14300000	2	18.0	4	1300.0	0	 Piliyandala	  Colombo
3026	House	24800000	3	6.0	4	2400.0	0	 Piliyandala	  Colombo
3027	House	17500000	3	10.0	5	2500.0	0	 Kottawa	  Colombo
3028	House	17500000	4	7.5	4	1800.0	0	 Kottawa	  Colombo
3029	House	17500000	2	13.0	4	1830.0	0	 Kottawa	  Colombo
3030	House	28500000	4	15.0	4	3000.0	0	 Piliyandala	  Colombo
3031	House	10000000	3	13.5	5	3658.0	0	 Kandana	  Gampaha
3032	House	21500000	4	9.5	4	2300.0	0	 Piliyandala	  Colombo
3033	House	15000000	1	10.0	3	1200.0	0	 Galle City	  Galle
3034	House	23500000	3	8.0	3	1800.0	0	 Piliyandala	  Colombo
3035	House	13000000	2	11.0	4	2750.0	0	 Negombo	  Gampaha
3036	House	26000000	3	7.0	4	2400.0	0	 Piliyandala	  Colombo
3037	House	16000000	2	7.5	3	1300.0	0	 Piliyandala	  Colombo
3038	House	70000000	2	14.0	3	2500.0	0	 Kotte	  Colombo
3039	House	22000000	2	15.4	4	3000.0	0	 Piliyandala	  Colombo
3040	House	9900000	1	10.0	3	1325.0	0	 Negombo	  Gampaha
3041	House	23500000	4	7.0	5	3250.0	0	 Piliyandala	  Colombo
3042	House	29000000	4	10.0	4	2600.0	1	 Malabe	  Colombo
3043	House	28000000	4	10.0	4	2800.0	1	 Malabe	  Colombo
3044	House	14000000	3	12.0	3	1200.0	0	 Piliyandala	  Colombo
3045		33500000	5	16.0	6	3000.0	1	 Kottawa	  Colombo
3046	House	14000000	2	10.0	3	1350.0	0	 Athurugiriya	  Colombo
3047	House	15000000	2	4.0	3	820.0	0	 Colombo 5	  Colombo
3048	House	16500000	2	7.5	3	1500.0	0	 Athurugiriya	  Colombo
3049	House	42000000	4	5.24	3	2000.0	0	 Dehiwala	  Colombo
3050	House	35000000	3	19.0	4	3000.0	0	 Piliyandala	  Colombo
3051	House	20500000	3	6.5	3	2000.0	1	 Athurugiriya	  Colombo
3052	House	6500000	1	4.5	2	950.0	1	 Piliyandala	  Colombo
3053	House	22000000	4	6.0	5	2067.0	1	 Athurugiriya	  Colombo
3054		23000000	3	7.0	4	2200.0	1	 Athurugiriya	  Colombo
3055	House	30500000	4	8.0	5	3700.0	0	 Piliyandala	  Colombo
3056	House	67500000	3	27.0	6	2700.0	0	 Talawatugoda	  Colombo
3057	House	9900000	2	10.0	3	1400.0	0	 Negombo	  Gampaha
3058	House	7200000	1	9.0	3	1500.0	0	 Ganemulla	  Gampaha
3059	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3060	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
3061	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
3062	House	60000000	4	15.0	4	3000.0	1	 Talawatugoda	  Colombo
3063	House	47000000	5	14.7	4	4500.0	0	 Negombo	  Gampaha
3064	House	23500000	4	10.0	5	3400.0	0	 Piliyandala	  Colombo
3065	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3066	House	25500000	5	7.0	4	2500.0	0	 Piliyandala	  Colombo
3067	House	4500000	1	4.0	2	1000.0	0	 Wellampitiya	  Colombo
3068	House	18000000	4	10.0	6	2500.0	0	 Wellampitiya	  Colombo
3069	House	16500000	3	13.5	5	2259.0	0	 Piliyandala	  Colombo
3070	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
3071	House	14000000	2	10.0	3	1350.0	0	 Malabe	  Colombo
3072	House	19000000	2	11.4	4	1900.0	1	 Malabe	  Colombo
3073	House	12000000	2	11.0	4	1700.0	0	 Ruwanwella	  Kegalle
3074	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
3075	House	31500000	4	13.2	4	2100.0	0	 Negombo	  Gampaha
3076	House	8800000	1	10.0	2	982.0	0	 Meegoda	  Colombo
3077	House	11500000	2	8.0	2	1100.0	0	 Piliyandala	  Colombo
3078		29000000	2	33.0	9	3000.0	0	 Badulla City	  Badulla
3079	House	10800000	2	18.5	4	1450.0	0	 Kesbewa	  Colombo
3080	House	17900000	3	11.0	3	1600.0	1	 Piliyandala	  Colombo
3081	House	3700000	1	20.0	4	1425.0	0	 Divulapitiya	  Gampaha
3082	House	7300000	1	8.0	2	1500.0	0	 Ganemulla	  Gampaha
3083	House	27500000	4	11.5	4	2800.0	0	 Malabe	  Colombo
3084	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3085	House	36000000	4	10.0	4	3000.0	1	 Malabe	  Colombo
3086	House	27000000	4	10.0	7	3800.0	0	 Malabe	  Colombo
3087	House	25000000	4	11.0	4	4300.0	0	 Malabe	  Colombo
3088	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
3089	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
3090	House	26000000	3	8.5	4	2500.0	0	 Piliyandala	  Colombo
3091	House	26000000	3	7.0	4	2200.0	0	 Piliyandala	  Colombo
3092	House	25500000	3	6.2	5	2600.0	0	 Piliyandala	  Colombo
3093	House	26500000	3	10.0	4	3500.0	0	 Negombo	  Gampaha
3094	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
3095	House	9500000	2	24.0	4	1481.64	0	 Pelmadulla	  Ratnapura
3096	House	23500000	2	15.0	3	2100.0	0	 Kadawatha	  Gampaha
3097	House	27500000	4	8.0	4	2874.0	0	 Piliyandala	  Colombo
3098	House	18500000	3	8.0	3	1528.0	0	 Piliyandala	  Colombo
3099	House	18000000	3	8.0	3	1600.0	0	 Kottawa	  Colombo
3100	House	36700000	5	11.5	5	3980.0	0	 Piliyandala	  Colombo
3101	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3102	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3103	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3104	House	13000000	2	11.0	4	2100.0	0	 Negombo	  Gampaha
3105	House	42000000	3	10.0	4	3000.0	0	 Pannipitiya	  Colombo
3106	House	29500000	3	20.0	4	3500.0	0	 Negombo	  Gampaha
3107	House	24800000	4	6.5	4	2800.0	1	 Piliyandala	  Colombo
3108	House	65000000	4	10.0	5	4000.0	0	 Malabe	  Colombo
3109	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3110	House	33000000	2	13.0	4	2990.0	0	 Angoda	  Colombo
3111	House	20500000	3	10.0	3	2000.0	0	 Negombo	  Gampaha
3112	House	40000000	5	13.0	6	3000.0	0	 Kandana	  Gampaha
3113	House	13800000	1	11.5	4	800.0	0	 Kelaniya	  Gampaha
3114	House	19500000	2	12.5	3	1650.0	0	 Negombo	  Gampaha
3115	House	22500000	3	14.4	5	3200.0	0	 Ragama	  Gampaha
3116	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3117	House	9000000	2	15.0	4	1450.0	0	 Panadura	  Kalutara
3118	House	11500000	2	6.4	3	1280.0	0	 Kottawa	  Colombo
3119	House	28500000	4	8.0	4	3200.0	0	 Piliyandala	  Colombo
3120	House	33000000	4	10.0	4	3500.0	0	 Piliyandala	  Colombo
3121	House	25000000	3	10.0	4	3000.0	0	 Negombo	  Gampaha
3122	House	21500000	4	9.0	4	2400.0	1	 Piliyandala	  Colombo
3123	House	44000000	4	10.0	6	3250.0	0	 Maharagama	  Colombo
3124	House	360000000	5	7.5	7	3500.0	0	 Dehiwala	  Colombo
3125	House	27000000	4	7.0	4	2400.0	1	 Pannipitiya	  Colombo
3126	House	14000000	2	8.0	3	1542.0	0	 Piliyandala	  Colombo
3127	House	28000000	4	10.0	4	2982.0	0	 Piliyandala	  Colombo
3128	House	120000000	5	16.0	5	9000.0	0	 Talawatugoda	  Colombo
3129	House	38000000	3	10.8	4	3250.0	0	 Battaramulla	  Colombo
3130	House	19500000	3	10.65	4	2300.0	0	 Malabe	  Colombo
3131	House	17000000	2	7.5	4	2200.0	0	 Kottawa	  Colombo
3132	House	67500000	3	36.5	4	2500.0	0	 Nugegoda	  Colombo
3133	House	25000000	3	8.2	5	2500.0	1	 Kottawa	  Colombo
3134	House	18000000	2	6.8	2	1500.0	0	 Athurugiriya	  Colombo
3135	House	29100000	2	13.0	3	1875.0	0	 Nugegoda	  Colombo
3136	House	19800000	3	8.0	5	2950.0	1	 Athurugiriya	  Colombo
3137	House	23000000	2	34.68	3	1600.0	0	 Kottawa	  Colombo
3138	House	55000000	5	11.3	7	4500.0	0	 Nugegoda	  Colombo
3139	House	22500000	3	6.35	4	1950.0	1	 Malabe	  Colombo
3140	House	21000000	6	10.0	4	1500.0	0	 Moratuwa	  Colombo
3141	House	46000000	4	10.0	5	4000.0	0	 Nugegoda	  Colombo
3142	House	12300000	2	6.8	2	1280.0	0	 Kesbewa	  Colombo
3143	House	12300000	2	8.0	2	1280.0	0	 Kottawa	  Colombo
3144	House	26500000	4	9.0	4	4000.0	0	 Piliyandala	  Colombo
3145	House	38500000	3	14.2	5	3500.0	0	 Nugegoda	  Colombo
3146	House	85000000	5	16.0	5	3500.0	1	 Battaramulla	  Colombo
3148	House	45000000	3	91.0	4	3200.0	0	 Peradeniya	  Kandy
3149	House	22000000	2	6.0	5	2500.0	0	 Athurugiriya	  Colombo
3150	House	21500000	1	16.0	3	1700.0	0	 Talawatugoda	  Colombo
3151	House	152000000	5	18.0	6	3800.0	0	 Nawala	  Colombo
3152	House	34800000	4	8.5	4	2000.0	0	 Mount Lavinia	  Colombo
3153	House	43500000	3	19.0	5	1200.0	0	 Mount Lavinia	  Colombo
3154	House	8800000	1	15.0	3	1280.0	0	 Homagama	  Colombo
3155	House	4300000	1	10.0	3	730.57	0	 Kamburugamuwa	  Matara
3156	House	70000000	3	10.0	4	3500.0	0	 Nawala	  Colombo
3157	House	18000000	1	18.75	2	1200.0	0	 Kaduwela	  Colombo
3158	House	22000000	3	4.0	4	2000.0	0	 Mount Lavinia	  Colombo
3159	House	55000000	3	12.0	5	2500.0	0	 Battaramulla	  Colombo
3160	House	15500000	2	12.0	3	2000.0	1	 Ganemulla	  Gampaha
3161	House	7500000	1	147.0	3	1400.0	0	 Balangoda	  Ratnapura
3162	House	9500000	1	15.8	2	1000.0	0	 Kurunegala City	  Kurunegala
3163	House	28500000	4	10.0	5	3200.0	1	 Malabe	  Colombo
3164	House	24500000	2	11.0	3	1850.0	0	 Talawatugoda	  Colombo
3165	House	24000000	3	10.0	5	2000.0	0	 Kiribathgoda	  Gampaha
3166	House	24000000	2	20.0	5	2200.0	0	 Wadduwa	  Kalutara
3167	House	35000000	3	12.0	4	3100.0	0	 Malabe	  Colombo
3168	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3169	House	320000000	8	10.5	4	2900.0	0	 Panadura	  Kalutara
3170	House	29500000	3	12.0	4	2300.0	0	 Panadura	  Kalutara
3171	House	170000000	5	27.0	6	7100.0	0	 Nugegoda	  Colombo
3172	House	66000000	4	29.0	5	4200.0	0	 Battaramulla	  Colombo
3173	House	74000000	4	23.5	5	4000.0	0	 Battaramulla	  Colombo
3174	House	7500000	1	2.0	2	400.0	0	 Colombo 2	  Colombo
3175	House	85000000	4	16.0	4	4900.0	0	 Kotte	  Colombo
3176	House	46000000	3	6.0	3	2800.0	0	 Battaramulla	  Colombo
3177	House	14000000	2	4.5	4	1200.0	0	 Moratuwa	  Colombo
3178	House	13000000	2	11.0	4	2100.0	0	 Negombo	  Gampaha
3179	House	3800000	2	1.0	1	550.0	0	 Colombo 9	  Colombo
3180	House	75000000	4	11.0	5	4000.0	0	 Talawatugoda	  Colombo
3181	House	37500000	4	12.0	4	4500.0	0	 Kandana	  Gampaha
3182	House	15500000	2	12.0	4	1800.0	0	 Maharagama	  Colombo
3183	House	49500000	4	10.12	4	2675.0	0	 Malabe	  Colombo
3184	House	73000000	4	15.61	5	3900.0	0	 Nugegoda	  Colombo
3185	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3186	House	38000000	3	20.0	5	3500.0	0	 Kadawatha	  Gampaha
3187	House	21000000	2	6.2	3	2000.0	0	 Talawatugoda	  Colombo
3188	House	50000000	7	8.8	8	4000.0	0	 Boralesgamuwa	  Colombo
3189	House	33000000	3	8.0	4	2900.0	0	 Kottawa	  Colombo
3190	House	49115000	2	20.9	3	2000.0	0	 Talawatugoda	  Colombo
3191	House	27000000	4	8.0	4	2600.0	0	 Kottawa	  Colombo
3192	House	44000000	4	10.0	6	3300.0	0	 Maharagama	  Colombo
3193	House	150000000	3	105.0	8	5000.0	0	 Rajagiriya	  Colombo
3194	House	4500000	2	4.5	2	1000.0	0	 Kadawatha	  Gampaha
3195	House	33000000	4	10.0	4	3412.0	1	 Piliyandala	  Colombo
3196	House	140000000	5	16.0	5	6000.0	1	 Nugegoda	  Colombo
3197	House	24800000	4	6.5	4	2501.0	0	 Piliyandala	  Colombo
3198	House	3500000	1	4.5	1	1000.0	0	 Seeduwa	  Gampaha
3199	House	33000000	4	10.0	4	4400.0	0	 Piliyandala	  Colombo
3200	House	19800000	3	23.55	5	6411.49	0	 Kadawatha	  Gampaha
3201	House	36700000	5	11.5	5	3980.0	1	 Piliyandala	  Colombo
3202	House	13430000	2	15.8	3	1800.0	0	 Hanwella	  Colombo
3203	House	36700000	5	11.5	5	3850.0	1	 Kottawa	  Colombo
3204	House	55000000	3	12.0	4	3500.0	0	 Kotte	  Colombo
3205	House	1600000	1	20.0	3	540.0	0	 Tangalla	  Hambantota
3206	House	66500000	6	11.0	7	3500.0	0	 Nawala	  Colombo
3207	House	5000000	1	17.0	3	4628.0	0	 Kekanadurra	  Matara
3208	House	47000000	5	14.7	4	4500.0	0	 Negombo	  Gampaha
3209	House	55000000	3	12.0	5	3000.0	0	 Wattala	  Gampaha
3210	House	65000000	7	9.8	7	2670.0	0	 Dehiwala	  Colombo
3211	House	41000000	3	15.5	4	2500.0	0	 Maharagama	  Colombo
3212	House	32500000	4	10.0	6	3450.0	0	 Talawatugoda	  Colombo
3213	House	19800000	3	10.0	4	4000.0	0	 Homagama	  Colombo
3214	House	33000000	4	10.0	4	3850.0	1	 Piliyandala	  Colombo
3215	House	32000000	2	6.0	6	2000.0	0	 Wellampitiya	  Colombo
3216	House	25500000	5	7.0	4	3280.0	0	 Piliyandala	  Colombo
3217	House	30000000	2	12.5	4	2500.0	0	 Athurugiriya	  Colombo
3218	House	28000000	2	40.0	4	3168.0	0	 Panadura	  Kalutara
3219	House	65000000	4	16.0	10	3500.0	0	 Nugegoda	  Colombo
3220	House	27000000	4	7.0	4	2400.0	0	 Kottawa	  Colombo
3221	House	15000000	3	3.0	5	1500.0	0	 Wellampitiya	  Colombo
3222	House	5000000	2	2.3	3	654.0	0	 Colombo 15	  Colombo
3223	House	9900000	1	10.0	3	1325.0	0	 Negombo	  Gampaha
3224	House	24800000	3	6.0	4	2400.0	0	 Piliyandala	  Colombo
3225	House	15000000	2	13.0	4	2300.0	0	 Kurunegala City	  Kurunegala
3226	House	6750000	3	2.0	2	500.0	0	 Colombo 5	  Colombo
3227	House	26500000	3	10.5	4	3150.0	1	 Negombo	  Gampaha
3228	House	17000000	1	15.0	1	1900.0	1	 Athurugiriya	  Colombo
3229	House	16000000	2	17.0	4	2000.0	0	 Athurugiriya	  Colombo
3230	House	18500000	2	3.0	3	950.0	0	 Athurugiriya	  Colombo
3231	House	12000000	2	10.0	3	2100.0	0	 Ganemulla	  Gampaha
3232	House	29500000	4	8.0	4	3000.0	0	 Piliyandala	  Colombo
3233	House	14900000	2	40.0	4	1500.0	0	 Mirigama	  Gampaha
3234	House	25500000	4	7.0	4	2501.0	0	 Piliyandala	  Colombo
3235	House	9500000	2	8.0	3	1800.0	0	 Homagama	  Colombo
3236	House	18000000	1	17.5	3	1700.0	0	 Negombo	  Gampaha
3237	House	26000000	4	5.5	4	2600.0	0	 Ratmalana	  Colombo
3238	House	125000000	5	15.0	5	7500.0	1	 Talawatugoda	  Colombo
3239	House	40000000	4	10.0	4	3899.0	0	 Talawatugoda	  Colombo
3240	House	59000000	4	24.0	5	4200.0	0	 Talawatugoda	  Colombo
3241	House	29000000	4	10.0	4	3200.0	0	 Talawatugoda	  Colombo
3242	House	32000000	4	9.0	4	3200.0	0	 Talawatugoda	  Colombo
3243	House	29000000	3	13.5	4	2800.0	0	 Talawatugoda	  Colombo
3244	House	38000000	4	10.5	4	3500.0	0	 Colombo 4	  Colombo
3245	House	13000000	2	2.0	2	1500.0	0	 Colombo 10	  Colombo
3246	House	21500000	4	9.0	4	2800.0	1	 Piliyandala	  Colombo
3247	House	16000000	2	9.22	8	2800.0	0	 Batticaloa City	  Batticaloa
3248	House	29500000	4	8.0	4	3200.0	1	 Piliyandala	  Colombo
3249	House	10500000	2	10.0	3	2000.0	0	 Piliyandala	  Colombo
3250	House	22500000	4	10.0	4	3200.0	1	 Piliyandala	  Colombo
3251	House	12500000	1	10.0	3	1800.0	0	 Ganemulla	  Gampaha
3252	House	7500000	1	2.5	2	700.0	0	 Colombo 9	  Colombo
3253	House	21000000	4	9.0	4	2800.0	0	 Piliyandala	  Colombo
3254	House	30000000	3	10.25	4	2750.0	0	 Kadawatha	  Gampaha
3255	House	165000000	4	15.5	4	5825.0	0	 Colombo 8	  Colombo
3256	House	14500000	1	18.0	4	1900.0	0	 Kandana	  Gampaha
3257	House	80000000	3	182.0	4	7200.0	0	 Padukka	  Colombo
3258	House	115000000	2	18.0	2	3700.0	0	 Colombo 8	  Colombo
3259	House	60000000	3	10.0	5	3000.0	0	 Kotte	  Colombo
3260	House	85000000	3	14.5	4	3200.0	0	 Battaramulla	  Colombo
3261	House	38000000	3	10.0	3	2520.0	0	 Athurugiriya	  Colombo
3262	House	15000000	2	9.8	4	3500.0	0	 Kandana	  Gampaha
3263	House	35000000	3	7.6	4	1875.0	0	 Kottawa	  Colombo
3264	House	55000000	3	19.0	3	3800.0	0	 Talawatugoda	  Colombo
3265	House	7200000	1	10.0	3	1200.0	0	 Beliatta	  Hambantota
3266	House	28000000	2	112.0	5	1815.0	0	 Pilimatalawa	  Kandy
3267	House	23500000	5	12.0	6	3200.0	0	 Homagama	  Colombo
3268	House	21000000	3	16.0	5	2700.0	0	 Moratuwa	  Colombo
3269	House	37000000	5	11.5	5	3900.0	1	 Piliyandala	  Colombo
3270	House	75000000	6	8.3	7	4500.0	0	 Nugegoda	  Colombo
3271	House	8200000	2	3.5	2	952.0	0	 Wellampitiya	  Colombo
3273	House	19000000	2	6.5	6	2000.0	0	 Boralesgamuwa	  Colombo
3274	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3275	House	16500000	2	12.0	9	2700.0	0	 Maharagama	  Colombo
3276	House	16700000	3	8.0	3	1400.0	0	 Piliyandala	  Colombo
3277	House	88000000	2	20.31	4	1500.0	0	 Battaramulla	  Colombo
3278	House	8800000	1	8.0	2	1500.0	0	 Ganemulla	  Gampaha
3279	House	17500000	3	10.0	5	2500.0	0	 Kottawa	  Colombo
3280	House	17500000	4	7.5	4	1800.0	0	 Kottawa	  Colombo
3281	House	19500000	3	8.0	3	1600.0	0	 Kottawa	  Colombo
3282	House	33500000	5	16.0	6	3600.0	1	 Kottawa	  Colombo
3283	House	9000000	2	8.3	3	1966.0	0	 Homagama	  Colombo
3284	House	40000000	2	10.3	4	4150.0	0	 Maharagama	  Colombo
3285	House	28000000	2	10.5	4	2000.0	0	 Battaramulla	  Colombo
3286	House	65000000	3	10.0	5	4000.0	0	 Battaramulla	  Colombo
3287	House	170000000	9	17.5	9	12000.0	0	 Battaramulla	  Colombo
3288	House	14500000	2	10.0	3	1350.0	0	 Malabe	  Colombo
3289	House	1700000	1	17.0	1	2500.0	0	 Ruwanwella	  Kegalle
3290	House	19600000	2	5.5	4	2500.0	0	 Moratuwa	  Colombo
3291	House	34000000	4	9.0	4	2600.0	0	 Maharagama	  Colombo
3292	House	50000000	4	11.6	5	3500.0	1	 Maharagama	  Colombo
3293	House	69000000	4	20.0	6	7200.0	0	 Maharagama	  Colombo
3294	House	100000000	3	20.5	4	4000.0	0	 Dehiwala	  Colombo
3295	House	32000000	3	20.0	5	3500.0	0	 Colombo 15	  Colombo
3296	House	32500000	3	10.0	4	2583.0	0	 Malabe	  Colombo
3297	House	25000000	2	11.0	4	1500.0	0	 Colombo 15	  Colombo
3298	House	32000000	3	20.0	5	3500.0	0	 Wattala	  Gampaha
3299	House	25000000	3	10.0	3	2200.0	0	 Athurugiriya	  Colombo
3300	House	13000000	1	12.6	2	1000.0	0	 Karapitiya	  Galle
3301	House	100000000	4	10.0	4	4500.0	0	 Kotte	  Colombo
3302	House	4500000	2	10.0	3	1300.0	0	 Galle City	  Galle
3303	House	15800000	2	10.0	3	1600.0	0	 Kottawa	  Colombo
3304	House	65000000	3	12.45	3	2200.0	0	 Nawala	  Colombo
3305	House	28000000	4	10.0	4	2800.0	1	 Athurugiriya	  Colombo
3306	House	29000000	4	10.0	4	2600.0	0	 Athurugiriya	  Colombo
3307	House	13000000	2	20.0	5	3000.0	0	 Kurunegala City	  Kurunegala
3308	House	14500000	3	6.0	3	1200.0	0	 Athurugiriya	  Colombo
3309	House	45000000	2	9.25	3	1000.0	0	 Colombo 5	  Colombo
3310	House	14000000	2	10.0	3	1350.0	0	 Athurugiriya	  Colombo
3311	House	13000000	2	11.0	4	2100.0	0	 Negombo	  Gampaha
3312	House	18500000	2	11.4	4	1900.0	0	 Malabe	  Colombo
3313	House	120000000	5	16.0	5	9000.0	0	 Talawatugoda	  Colombo
3314	House	6000000	2	15.0	3	1600.0	0	 Veyangoda	  Gampaha
3315	House	16500000	2	7.5	3	1250.0	0	 Malabe	  Colombo
3316	House	22000000	2	6.0	5	2067.0	0	 Athurugiriya	  Colombo
3317	House	20000000	3	6.5	3	2000.0	1	 Athurugiriya	  Colombo
3318	House	20000000	2	11.4	4	2100.0	1	 Malabe	  Colombo
3319	House	25500000	4	7.5	4	3421.0	0	 Piliyandala	  Colombo
3320	House	31000000	4	10.0	4	3200.0	0	 Piliyandala	  Colombo
3321	House	4500000	1	7.0	2	1000.0	0	 Ganemulla	  Gampaha
3322	House	17000000	2	7.5	3	1950.0	1	 Malabe	  Colombo
3323	House	17500000	3	10.0	3	1750.0	0	 Piliyandala	  Colombo
3324	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
3325	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
3326	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3327	House	17500000	3	7.5	3	1750.0	0	 Piliyandala	  Colombo
3328	House	28000000	4	10.0	4	2800.0	0	 Malabe	  Colombo
3329	House	29000000	4	10.0	4	2600.0	0	 Malabe	  Colombo
3330	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
3331	House	26000000	3	8.5	4	2500.0	0	 Piliyandala	  Colombo
3332	House	25500000	3	6.2	4	2600.0	0	 Piliyandala	  Colombo
3333	House	29500000	3	20.0	4	3500.0	0	 Negombo	  Gampaha
3334	House	27500000	4	11.5	4	2800.0	1	 Malabe	  Colombo
3335	House	22500000	4	6.3	4	2200.0	0	 Malabe	  Colombo
3336	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
3337	House	14000000	2	8.0	3	1500.0	0	 Piliyandala	  Colombo
3338	House	12800000	2	6.5	3	1250.0	0	 Piliyandala	  Colombo
3339	House	21500000	4	12.0	4	3000.0	0	 Piliyandala	  Colombo
3340	House	16500000	2	7.5	3	1250.0	1	 Malabe	  Colombo
3341	House	14500000	2	10.0	3	1350.0	0	 Malabe	  Colombo
3342	House	18500000	3	11.4	3	1900.0	0	 Malabe	  Colombo
3343	House	24800000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
3344	House	120000000	5	16.0	5	9000.0	0	 Talawatugoda	  Colombo
3345	House	19500000	2	6.5	4	2500.0	0	 Rajagiriya	  Colombo
3346	House	23500000	4	7.0	4	2000.0	0	 Malabe	  Colombo
3347	House	26500000	3	6.5	4	2200.0	1	 Malabe	  Colombo
3348	House	23000000	4	7.0	4	2600.0	1	 Malabe	  Colombo
3349	House	13000000	2	11.0	4	2750.0	0	 Negombo	  Gampaha
3350	House	27500000	4	8.5	5	3200.0	0	 Piliyandala	  Colombo
3351	House	29500000	4	8.0	4	3200.0	0	 Piliyandala	  Colombo
3352	House	22800000	3	10.0	4	3000.0	0	 Kandana	  Gampaha
3353	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
3354	House	38000000	3	10.0	4	3500.0	0	 Kandana	  Gampaha
3355	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3356	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
3357	House	27000000	4	7.0	4	2450.0	0	 Kottawa	  Colombo
3358	House	9900000	2	10.0	3	1400.0	0	 Negombo	  Gampaha
3359	House	31500000	4	13.2	4	2100.0	0	 Negombo	  Gampaha
3360	House	38500000	3	6.35	6	2000.0	0	 Boralesgamuwa	  Colombo
3361	House	28500000	5	8.0	5	2558.0	1	 Piliyandala	  Colombo
3362	House	13000000	3	9.0	3	1480.0	0	 Kottawa	  Colombo
3363	House	19800000	2	20.0	4	2500.0	0	 Kalutara City	  Kalutara
3364	House	29500000	4	8.0	4	3201.0	0	 Piliyandala	  Colombo
3365	House	27000000	4	8.0	4	2780.0	0	 Kottawa	  Colombo
3366	House	46500000	4	28.0	4	3800.0	0	 Piliyandala	  Colombo
3367	House	43500000	4	10.5	4	3100.0	0	 Talawatugoda	  Colombo
3368	House	65000000	3	6.85	5	3000.0	0	 Colombo 6	  Colombo
3369	House	25500000	4	7.0	4	2501.0	1	 Piliyandala	  Colombo
3370	House	14000000	2	10.0	3	1501.0	1	 Piliyandala	  Colombo
3371	House	33000000	4	8.0	4	3000.0	0	 Kottawa	  Colombo
3372	House	31500000	4	8.0	4	3700.0	0	 Kottawa	  Colombo
3373	House	27500000	4	8.0	4	3014.0	0	 Kottawa	  Colombo
3374	House	28000000	4	10.0	4	2875.0	0	 Piliyandala	  Colombo
3375	House	21500000	3	9.5	3	2854.0	0	 Piliyandala	  Colombo
3376	House	21500000	4	9.5	4	2874.0	0	 Piliyandala	  Colombo
3377	House	17500000	3	10.0	3	1685.0	0	 Piliyandala	  Colombo
3378	House	11000000	1	10.0	3	2000.0	0	 Negombo	  Gampaha
3379	House	14000000	2	8.0	3	1578.0	0	 Piliyandala	  Colombo
3380	House	27000000	4	8.0	4	2600.0	0	 Kottawa	  Colombo
3381	House	14000000	2	8.0	3	1543.0	0	 Piliyandala	  Colombo
3382	House	25500000	4	6.0	4	2874.0	0	 Piliyandala	  Colombo
3383	House	25500000	5	7.5	4	2963.0	0	 Piliyandala	  Colombo
3384	House	33000000	4	10.0	4	3102.0	0	 Piliyandala	  Colombo
3385	House	27500000	4	8.0	4	2785.0	0	 Piliyandala	  Colombo
3386	House	24800000	4	6.0	4	2856.0	0	 Piliyandala	  Colombo
3387	House	16500000	2	8.0	3	1900.0	0	 Malabe	  Colombo
3388	House	33000000	4	8.0	4	3500.0	1	 Kottawa	  Colombo
3389	House	100000000	6	11.5	5	3000.0	1	 Ratmalana	  Colombo
3390	House	19500000	3	11.5	5	2750.0	0	 Godagama	  Colombo
3391	House	89000000	4	14.0	5	3500.0	0	 Nugegoda	  Colombo
3392	House	19500000	3	11.5	4	2200.0	0	 Malabe	  Colombo
3393	House	45000000	4	10.0	6	3500.0	0	 Nugegoda	  Colombo
3394	House	18500000	2	8.0	3	1850.0	0	 Malabe	  Colombo
3395	House	12000000	2	7.77	3	1240.0	1	 Ragama	  Gampaha
3396	House	18500000	3	8.0	3	1524.0	1	 Piliyandala	  Colombo
